id	uniprot	gene_name	description	p_value	fdr	log_fc	sub_local	ubi_part	in_mito
Q8CHK3	Q8CHK3	MBOAT7	Lysophospholipid acyltransferase 7 OS=Mus musculus GN=Mboat7 PE=1 SV=1	0.03079489407650116	0.07992616699108496	-0.23746339432433003	NA	NA	FALSE
P04370	P04370	MBP	Myelin basic protein OS=Mus musculus GN=Mbp PE=1 SV=2	0.4374351016749065	0.5637126835348337	0.033281175799288874	NA	NA	FALSE
Q8R3F5	Q8R3F5	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus GN=Mcat PE=1 SV=3	0.6548060967312166	0.7526555687986266	-0.039557579849806256	Matrix	NA	TRUE
Q99MR8	Q99MR8	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus GN=Mccc1 PE=1 SV=2	0.0031241338992952852	0.017370184480081784	-0.17083186145740165	Matrix	NA	TRUE
Q3ULD5	Q3ULD5	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Mccc2 PE=1 SV=1	0.2171590714941977	0.3377147280215364	-0.1665483854015836	Matrix	NA	TRUE
Q9D1I5	Q9D1I5	MCEE	Methylmalonyl-CoA epimerase, mitochondrial OS=Mus musculus GN=Mcee PE=1 SV=1	0.17856192820158454	0.2913241824572602	-0.22198183895803497	Matrix	NA	TRUE
Q64096	Q64096	MCF2L	Guanine nucleotide exchange factor DBS OS=Mus musculus GN=Mcf2l PE=1 SV=2	0.006239977265727943	0.02754753380571917	-0.22416427456097446	NA	NA	FALSE
Q8K5B2	Q8K5B2	MCFD2	Multiple coagulation factor deficiency protein 2 homolog OS=Mus musculus GN=Mcfd2 PE=1 SV=1	0.0018426669677103686	0.012366826054751454	-0.2302301301907586	NA	NA	FALSE
P97287	P97287	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1 homolog OS=Mus musculus GN=Mcl1 PE=1 SV=3	0.8338282712305045	0.8906413655305337	-0.0312654231607808	MOM	NA	TRUE
P97310	P97310	MCM2	DNA replication licensing factor MCM2 OS=Mus musculus GN=Mcm2 PE=1 SV=3	0.9351047887859202	0.9596350642749414	0.007733352493696274	NA	NA	FALSE
Q9WUU9	Q9WUU9	MCM3AP	Germinal-center associated nuclear protein OS=Mus musculus GN=Mcm3ap PE=1 SV=2	0.07640793673775834	0.15487091519594245	0.1815915026931021	NA	NA	FALSE
P49718	P49718	MCM5	DNA replication licensing factor MCM5 OS=Mus musculus GN=Mcm5 PE=1 SV=1	0.023285495696282427	0.06602483027209727	-0.42787498914689626	NA	NA	FALSE
Q61881	Q61881	MCM7	DNA replication licensing factor MCM7 OS=Mus musculus GN=Mcm7 PE=1 SV=1	0.4773771226737795	0.5998380679639396	-0.04463134268105859	NA	NA	FALSE
Q8R3C0	Q8R3C0	MCMBP	Mini-chromosome maintenance complex-binding protein OS=Mus musculus GN=Mcmbp PE=1 SV=1	0.7946012867525356	0.8597528193456341	0.019776913959989376	NA	NA	FALSE
Q99J21	Q99J21	MCOLN1	Mucolipin-1 OS=Mus musculus GN=Mcoln1 PE=1 SV=1	0.9445655356573854	0.9659390957493824	0.005862589446747103	NA	NA	FALSE
Q3UGS4	Q3UGS4	MCRIP1	Mapk-regulated corepressor-interacting protein 1 OS=Mus musculus GN=Mcrip1 PE=1 SV=1	0.28478751783115586	0.41016484550630433	-0.16377369890893204	NA	NA	FALSE
Q9DB27	Q9DB27	MCTS1	Malignant T-cell-amplified sequence 1 OS=Mus musculus GN=Mcts1 PE=1 SV=1	6.055985395056359e-6	4.073138564094358e-4	0.44319772464245816	NA	NA	FALSE
Q3UMR5	Q3UMR5	MCU	Calcium uniporter protein, mitochondrial OS=Mus musculus GN=Mcu PE=1 SV=2	0.03274291464181892	0.08335363694399832	0.15881632157876768	MIM	NA	TRUE
Q810S1	Q810S1	MCUB	Calcium uniporter regulatory subunit MCUb, mitochondrial OS=Mus musculus GN=Mcub PE=1 SV=1	0.01661861094846393	0.0526542170455956	-0.13569801655201746	MIM	NA	TRUE
Q9CXD6	Q9CXD6	MCUR1	Mitochondrial calcium uniporter regulator 1 OS=Mus musculus GN=Mcur1 PE=1 SV=1	0.0383409708727985	0.09386409894690984	-0.1353342981719151	MIM	NA	TRUE
Q0PMG2	Q0PMG2	MDGA1	MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Mus musculus GN=Mdga1 PE=2 SV=2	0.08778961993665314	0.17208526252076634	-0.16912534699761886	NA	NA	FALSE
P60755	P60755	MDGA2	MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Mus musculus GN=Mdga2 PE=1 SV=1	0.24391203160163447	0.36600478554588767	-0.062253860784843164	NA	NA	FALSE
P14152	P14152	MDH1	Malate dehydrogenase, cytoplasmic OS=Mus musculus GN=Mdh1 PE=1 SV=3	0.23895451133158527	0.36102909864228644	-0.10356193939606938	NA	NA	FALSE
P08249	P08249	MDH2	Malate dehydrogenase, mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3	1.4357642991919155e-4	0.0025682722589239703	0.2600354904784389	Matrix	NA	TRUE
P12025	P12025	MDK	Midkine OS=Mus musculus GN=Mdk PE=2 SV=2	0.47323592543181714	0.5970035561151644	-0.050143985255281166	NA	NA	FALSE
Q9D967	Q9D967	MDP1	Magnesium-dependent phosphatase 1 OS=Mus musculus GN=Mdp1 PE=1 SV=1	0.9888748028153043	0.9936404645156189	0.002534718642326796	Matrix	NA	TRUE
P06801	P06801	ME1	NADP-dependent malic enzyme OS=Mus musculus GN=Me1 PE=1 SV=2	0.030838576436750573	0.07998878719534913	0.1427203715245147	NA	NA	FALSE
Q99KE1	Q99KE1	ME2	NAD-dependent malic enzyme, mitochondrial OS=Mus musculus GN=Me2 PE=1 SV=1	0.10469278988470057	0.19634761117135327	0.1272096599605616	Matrix	NA	TRUE
Q8BMF3	Q8BMF3	ME3	NADP-dependent malic enzyme, mitochondrial OS=Mus musculus GN=Me3 PE=1 SV=2	0.6396840649951385	0.7401449919616336	0.02385739996871151	Matrix	NA	TRUE
Q9Z2D6	Q9Z2D6	MECP2	Methyl-CpG-binding protein 2 OS=Mus musculus GN=Mecp2 PE=1 SV=1	0.87419315197128	0.9186959283569148	0.01555077171137321	NA	NA	FALSE
Q9DCS3	Q9DCS3	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Mus musculus GN=Mecr PE=1 SV=2	0.01966250606975917	0.05881825703794529	-0.484882940413012	Matrix	NA	TRUE
Q925J9	Q925J9	MED1	Mediator of RNA polymerase II transcription subunit 1 OS=Mus musculus GN=Med1 PE=1 SV=2	0.009867228645591482	0.03748147942518324	-0.16566154651800213	NA	NA	FALSE
Q9CQI9	Q9CQI9	MED30	Mediator of RNA polymerase II transcription subunit 30 OS=Mus musculus GN=Med30 PE=1 SV=1	0.016536363989065297	0.0524784153990885	0.17083672531931215	NA	NA	FALSE
Q8CFN5	Q8CFN5	MEF2C	Myocyte-specific enhancer factor 2C OS=Mus musculus GN=Mef2c PE=1 SV=2	0.1717559007212452	0.2833157064903451	0.1114686898038097	NA	NA	FALSE
Q80T91	Q80T91	MEGF11	Multiple epidermal growth factor-like domains protein 11 OS=Mus musculus GN=Megf11 PE=1 SV=3	0.0036057322156879774	0.018936905969041393	0.4726336965255334	NA	NA	FALSE
P60882	P60882	MEGF8	Multiple epidermal growth factor-like domains protein 8 OS=Mus musculus GN=Megf8 PE=1 SV=2	0.005855309387989812	0.026254451771954315	-0.5922586343139875	NA	NA	FALSE
Q8BH27	Q8BH27	MEGF9	Multiple epidermal growth factor-like domains protein 9 OS=Mus musculus GN=Megf9 PE=2 SV=1	0.053552285527146075	0.11976029530650652	-0.07966831623382074	NA	NA	FALSE
P97367	P97367	MEIS2	Homeobox protein Meis2 OS=Mus musculus GN=Meis2 PE=1 SV=2	2.0599464049455478e-4	0.0031350279228550856	-0.356166921089877	NA	NA	FALSE
Q91VH6	Q91VH6	MEMO1	Protein MEMO1 OS=Mus musculus GN=Memo1 PE=1 SV=1	0.00349694706649652	0.01859983324909501	0.608933466780649	NA	NA	FALSE
Q8K3A9	Q8K3A9	MEPCE	7SK snRNA methylphosphate capping enzyme OS=Mus musculus GN=Mepce PE=1 SV=2	0.03503297639632317	0.08786337905332856	0.1688506380198861	NA	NA	FALSE
Q60805	Q60805	MERTK	Tyrosine-protein kinase Mer OS=Mus musculus GN=Mertk PE=1 SV=1	0.3268871571431986	0.4521625758360698	-0.09147796959467919	NA	NA	FALSE
Q9ERE7	Q9ERE7	MESDC2	LDLR chaperone MESD OS=Mus musculus GN=Mesdc2 PE=1 SV=1	0.17336300341676825	0.2852145150899225	-0.1438472722587874	NA	NA	FALSE
Q07646	Q07646	MEST	Mesoderm-specific transcript protein OS=Mus musculus GN=Mest PE=2 SV=1	0.0025663532659848183	0.015317308853754806	0.23481887123021405	NA	NA	FALSE
P16056	P16056	MET	Hepatocyte growth factor receptor OS=Mus musculus GN=Met PE=1 SV=1	0.8250370855671546	0.8832118723639487	0.011659548784881143	NA	NA	FALSE
Q8BP48	Q8BP48	METAP1	Methionine aminopeptidase 1 OS=Mus musculus GN=Metap1 PE=1 SV=1	0.9985831542010841	0.9990793722096681	-2.620799411905086e-4	NA	NA	FALSE
O08663	O08663	METAP2	Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1	0.0019583827942423896	0.012884110301499956	0.25278804195512	NA	NA	FALSE
Q91YR5	Q91YR5	METTL13	Methyltransferase-like protein 13 OS=Mus musculus GN=Mettl13 PE=1 SV=1	0.012274871110890708	0.043172929278461385	0.1534236534234772	NA	NA	FALSE
Q9DCL4	Q9DCL4	METTL15	Probable methyltransferase-like protein 15 OS=Mus musculus GN=Mettl15 PE=1 SV=2	0.007491233319686498	0.031176090761569557	0.27413749779042657	Matrix	NA	TRUE
Q8BMK1	Q8BMK1	METTL2	Methyltransferase-like protein 2 OS=Mus musculus GN=Mettl2 PE=2 SV=2	0.2851539366423457	0.4103651391107611	-0.07601597217093481	NA	NA	FALSE
Q9DCS2	Q9DCS2	METTL26	Methyltransferase-like 26 OS=Mus musculus GN=Mettl26 PE=1 SV=1	0.2892257003705484	0.41455241884000466	0.12328815429902829	NA	NA	FALSE
Q9EPL4	Q9EPL4	METTL9	Methyltransferase-like protein 9 OS=Mus musculus GN=Mettl9 PE=1 SV=1	0.009447307278017495	0.036454600261566585	0.17900412388007617	NA	NA	FALSE
C0HKD9	C0HKD9	MFAP1B	Microfibrillar-associated protein 1B OS=Mus musculus GN=Mfap1b PE=1 SV=1	0.0010390297358098262	0.008630984060412301	-0.20469925873619452	NA	NA	FALSE
Q9D3X9	Q9D3X9	MFAP3L	Microfibrillar-associated protein 3-like OS=Mus musculus GN=Mfap3l PE=1 SV=1	0.0018164466545184696	0.012260233356636145	-0.5628190746100765	NA	NA	FALSE
Q6PCP5	Q6PCP5	MFF	Mitochondrial fission factor OS=Mus musculus GN=Mff PE=1 SV=1	0.014214634514970933	0.04744532491523115	0.18740430627664714	MOM	NA	TRUE
P21956	P21956	MFGE8	Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3	5.4176867892803316e-06	3.8951299847067214e-4	-0.32360978781102384	NA	NA	FALSE
Q3V1N1	Q3V1N1	MFHAS1	Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Mus musculus GN=Mfhas1 PE=2 SV=2	0.7399638889213873	0.8194890448306086	0.08466329815309463	NA	NA	FALSE
Q811U4	Q811U4	MFN1	Mitofusin-1 OS=Mus musculus GN=Mfn1 PE=1 SV=3	0.3077069982315148	0.43359028473487843	0.08903623565976085	MOM	NA	TRUE
Q80U63	Q80U63	MFN2	Mitofusin-2 OS=Mus musculus GN=Mfn2 PE=1 SV=3	2.4798176063810757e-7	5.3487100441081475e-5	-0.8110258169031732	MOM	NA	TRUE
Q9D2V8	Q9D2V8	MFSD10	Major facilitator superfamily domain-containing protein 10 OS=Mus musculus GN=Mfsd10 PE=1 SV=1	7.784952719694068e-7	1.4756024018692846e-4	-0.38454708320578496	NA	NA	FALSE
Q921Y4	Q921Y4	MFSD5	Molybdate-anion transporter OS=Mus musculus GN=Mfsd5 PE=2 SV=1	0.45641785781278	0.5802629472802721	-0.03095375362158669	NA	NA	FALSE
Q8CBH5	Q8CBH5	MFSD6	Major facilitator superfamily domain-containing protein 6 OS=Mus musculus GN=Mfsd6 PE=1 SV=1	0.023899544723133635	0.06725042850913403	-0.17270919459348996	NA	NA	FALSE
Q8BH31	Q8BH31	MFSD8	Major facilitator superfamily domain-containing protein 8 OS=Mus musculus GN=Mfsd8 PE=2 SV=1	0.0016144433653817675	0.011384828918222047	0.19368675329706986	NA	NA	FALSE
P27808	P27808	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Mus musculus GN=Mgat1 PE=1 SV=1	0.5367610188240604	0.6548957574765985	0.06484263778604725	NA	NA	FALSE
Q921V5	Q921V5	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Mus musculus GN=Mgat2 PE=1 SV=1	0.03439414645505136	0.08650397510106403	-0.16421901641335354	NA	NA	FALSE
Q8R4G6	Q8R4G6	MGAT5	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Mus musculus GN=Mgat5 PE=2 SV=1	0.2353546795863987	0.357489927346509	-0.053518477767958574	NA	NA	FALSE
Q9EQQ9	Q9EQQ9	MGEA5	Protein O-GlcNAcase OS=Mus musculus GN=Mgea5 PE=1 SV=2	3.0371840913805446e-4	0.003900941784719775	-0.24805976597574272	NA	NA	FALSE
O35678	O35678	MGLL	Monoglyceride lipase OS=Mus musculus GN=Mgll PE=1 SV=1	0.5967712367097447	0.7057674580486771	0.03418853902164301	NA	NA	FALSE
Q9D074	Q9D074	MGRN1	E3 ubiquitin-protein ligase MGRN1 OS=Mus musculus GN=Mgrn1 PE=1 SV=2	0.803004905685532	0.8658499715674888	0.018131130922244183	NA	E3 simple	FALSE
Q91VS7	Q91VS7	MGST1	Microsomal glutathione S-transferase 1 OS=Mus musculus GN=Mgst1 PE=1 SV=3	0.0037228349641452115	0.019405277250606916	-0.1722085544873785	Membrane	NA	TRUE
Q9CPU4	Q9CPU4	MGST3	Microsomal glutathione S-transferase 3 OS=Mus musculus GN=Mgst3 PE=1 SV=1	0.07340713488418406	0.15064357897000372	-0.246510988234852	MOM	NA	TRUE
Q91ZV0	Q91ZV0	MIA2	Melanoma inhibitory activity protein 2 OS=Mus musculus GN=Mia2 PE=1 SV=3	2.7719846347739984e-4	0.0037331594323531214	-0.32334140278536044	NA	NA	FALSE
Q8BI84	Q8BI84	MIA3	Melanoma inhibitory activity protein 3 OS=Mus musculus GN=Mia3 PE=1 SV=2	0.001412108167944669	0.010550886407598851	-0.22058710375245721	NA	NA	FALSE
Q80SY4	Q80SY4	MIB1	E3 ubiquitin-protein ligase MIB1 OS=Mus musculus GN=Mib1 PE=1 SV=1	0.017577784238584044	0.05478278047451081	-0.16070405284584957	NA	E3 simple	FALSE
Q8R516	Q8R516	MIB2	E3 ubiquitin-protein ligase MIB2 OS=Mus musculus GN=Mib2 PE=1 SV=2	0.04929176442300303	0.11318648548674153	-0.09592416935299476	NA	E3 simple	FALSE
Q8VC42	Q8VC42	MIC1	Uncharacterized protein C18orf8 homolog OS=Mus musculus GN=Mic1 PE=2 SV=1	0.5376079018043141	0.6554950302726192	-0.026725720108055448	NA	NA	FALSE
Q8R404	Q8R404	MIC13	MICOS complex subunit MIC13 OS=Mus musculus GN=Mic13 PE=1 SV=1	0.4008359672904128	0.528505264629328	-0.034601531814281127	MIM	NA	TRUE
Q8CJ19	Q8CJ19	MICAL3	[F-actin]-methionine sulfoxide oxidase MICAL3 OS=Mus musculus GN=Mical3 PE=1 SV=2	5.598323932175353e-4	0.005797602019165038	-0.28824193694334815	NA	NA	FALSE
Q8BGT6	Q8BGT6	MICALL1	MICAL-like protein 1 OS=Mus musculus GN=Micall1 PE=1 SV=3	0.5195592833449993	0.6399848990395768	0.028287426135107777	NA	NA	FALSE
Q3TN34	Q3TN34	MICALL2	MICAL-like protein 2 OS=Mus musculus GN=Micall2 PE=1 SV=1	0.1748921856415551	0.2870227750043476	-0.1005864728727361	NA	NA	FALSE
Q8VCX5	Q8VCX5	MICU1	Calcium uptake protein 1, mitochondrial OS=Mus musculus GN=Micu1 PE=1 SV=1	0.6212499250174509	0.7264756554466546	-0.03694660970655129	MIM	NA	TRUE
Q8CD10	Q8CD10	MICU2	Calcium uptake protein 2, mitochondrial OS=Mus musculus GN=Micu2 PE=1 SV=2	0.03250321654803047	0.08322047462461342	-0.10984017426171971	MIM	NA	TRUE
Q9CTY5	Q9CTY5	MICU3	Calcium uptake protein 3, mitochondrial OS=Mus musculus GN=Micu3 PE=2 SV=2	0.016264270580874943	0.05193772401498453	-0.12687724542737924	MIM	NA	TRUE
Q8BGV8	Q8BGV8	MIEF1	Mitochondrial dynamics protein MID51 OS=Mus musculus GN=Mief1 PE=1 SV=1	0.00141251736912972	0.010550886407598851	-0.2292493073143721	MOM|Matrix	NA	TRUE
Q9CQ86	Q9CQ86	MIEN1	Migration and invasion enhancer 1 OS=Mus musculus GN=Mien1 PE=1 SV=1	0.10823763351347089	0.2013162050629677	-0.08030418929921869	NA	NA	FALSE
P34884	P34884	MIF	Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2	0.614086778276485	0.7206590615608655	0.033076506580307904	NA	NA	FALSE
Q4QQM5	Q4QQM5	MIGA1	Mitoguardin 1 OS=Mus musculus GN=Miga1 PE=1 SV=1	0.00225139602553842	0.014210375519417574	0.3113477501819055	MOM	NA	TRUE
Q8BK03	Q8BK03	MIGA2	Mitoguardin 2 OS=Mus musculus GN=Miga2 PE=1 SV=1	6.025845484971869e-5	0.0015639694401866821	-0.27498443410977863	MOM	NA	TRUE
Q76LS9	Q76LS9	MINDY1	Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Mus musculus GN=Mindy1 PE=1 SV=1	4.944605680475472e-5	0.0014187389234575265	-0.26012558788015566	NA	DUBs non-USP	FALSE
Q6PDI6	Q6PDI6	MINDY2	Ubiquitin carboxyl-terminal hydrolase MINDY-2 OS=Mus musculus GN=Mindy2 PE=1 SV=1	0.0787245691725766	0.15833510616542334	0.10190123506940824	NA	DUBs non-USP	FALSE
Q3UQI9	Q3UQI9	MINDY4	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 OS=Mus musculus GN=Mindy4 PE=1 SV=1	0.013825193996019804	0.046845389190197116	-0.13943101603647337	NA	DUBs non-USP	FALSE
Q9JM52	Q9JM52	MINK1	Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=3	0.3938159183878073	0.5214476226747956	0.051348779895603276	NA	NA	FALSE
Q7TNS2	Q7TNS2	MINOS1	MICOS complex subunit Mic10 OS=Mus musculus GN=Minos1 PE=1 SV=1	0.041554345533344084	0.09997016588887202	-0.15914257093982512	MIM	NA	TRUE
Q9Z2L6	Q9Z2L6	MINPP1	Multiple inositol polyphosphate phosphatase 1 OS=Mus musculus GN=Minpp1 PE=1 SV=3	0.15042162922449942	0.257140673736877	0.1277958132520286	NA	NA	FALSE
Q8VE19	Q8VE19	MIOS	WD repeat-containing protein mio OS=Mus musculus GN=Mios PE=1 SV=2	0.01775866500637954	0.05512677400243375	0.14847851184984076	NA	NA	FALSE
A6H611	A6H611	MIPEP	Mitochondrial intermediate peptidase OS=Mus musculus GN=Mipep PE=1 SV=1	0.009812839991708164	0.037380824694357224	0.19789735347977438	Matrix	NA	TRUE
E9PVX6	E9PVX6	MKI67	Proliferation marker protein Ki-67 OS=Mus musculus GN=Mki67 PE=1 SV=1	0.5397179621350869	0.6569231265395302	-0.035997314122117485	NA	NA	FALSE
Q8K4J6	Q8K4J6	MKL1	MKL/myocardin-like protein 1 OS=Mus musculus GN=Mkl1 PE=1 SV=2	3.3530929389577924e-5	0.0011097140917026979	-1.5096690029487214	NA	NA	FALSE
P59759	P59759	MKL2	MKL/myocardin-like protein 2 OS=Mus musculus GN=Mkl2 PE=1 SV=1	0.2211566616199195	0.3422402074301327	-0.1406431419423763	NA	NA	FALSE
O89050	O89050	MKLN1	Muskelin OS=Mus musculus GN=Mkln1 PE=1 SV=1	0.02392761341104763	0.06729641271857147	-0.1129420046109562	NA	NA	FALSE
Q9ERV1	Q9ERV1	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2 OS=Mus musculus GN=Mkrn2 PE=1 SV=2	0.22985883443265762	0.35170425865368726	0.06978147671830795	NA	NA	FALSE
Q60764	Q60764	MKRN3	Probable E3 ubiquitin-protein ligase makorin-3 OS=Mus musculus GN=Mkrn3 PE=2 SV=2	0.001121846747597163	0.00904272088430445	0.21105479570839883	NA	NA	FALSE
Q8VHK5	Q8VHK5	MLC1	Membrane protein MLC1 OS=Mus musculus GN=Mlc1 PE=1 SV=1	0.9228862825862683	0.9516923095995277	-0.008189623313218453	NA	NA	FALSE
Q6ZQI3	Q6ZQI3	MLEC	Malectin OS=Mus musculus GN=Mlec PE=1 SV=2	0.001288614298461591	0.009878742047605858	-0.5615877032204776	NA	NA	FALSE
Q99KX1	Q99KX1	MLF2	Myeloid leukemia factor 2 OS=Mus musculus GN=Mlf2 PE=1 SV=1	0.06514177833081546	0.138169489135046	-0.08611705028122929	NA	NA	FALSE
Q5FW52	Q5FW52	MLIP	Muscular LMNA-interacting protein OS=Mus musculus GN=Mlip PE=1 SV=1	0.1941055118382401	0.31051917558777287	-0.10133759716039777	NA	NA	FALSE
P97783	P97783	MLLT11	Protein AF1q OS=Mus musculus GN=Mllt11 PE=1 SV=1	0.3643269144623382	0.49177057616787345	-0.16364331192350848	NA	NA	FALSE
Q9DCJ1	Q9DCJ1	MLST8	Target of rapamycin complex subunit LST8 OS=Mus musculus GN=Mlst8 PE=1 SV=1	4.2559102268307406e-5	0.0012890476794437506	-0.4786732571729667	NA	NA	FALSE
Q2VPU4	Q2VPU4	MLXIP	MLX-interacting protein OS=Mus musculus GN=Mlxip PE=1 SV=1	0.2795663534999121	0.40493356411299014	0.05117463652793554	NA	NA	FALSE
Q99J39	Q99J39	MLYCD	Malonyl-CoA decarboxylase, mitochondrial OS=Mus musculus GN=Mlycd PE=1 SV=1	0.22051640265856	0.34133385266748156	0.060341323624378176	Matrix	NA	TRUE
Q8C7H1	Q8C7H1	MMAA	Methylmalonic aciduria type A homolog, mitochondrial OS=Mus musculus GN=Mmaa PE=1 SV=1	0.25518223662697354	0.3793167514500284	-0.073538637686879	Matrix	NA	TRUE
Q9D273	Q9D273	MMAB	Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial OS=Mus musculus GN=Mmab PE=1 SV=1	0.0026850157270591492	0.015784561440559192	-0.20038498069125632	Matrix	NA	TRUE
Q8R189	Q8R189	MMD2	Monocyte to macrophage differentiation factor 2 OS=Mus musculus GN=Mmd2 PE=2 SV=1	0.025985916748135062	0.07087807993927435	-0.13432601121702903	NA	NA	FALSE
Q61391	Q61391	MME	Neprilysin OS=Mus musculus GN=Mme PE=1 SV=3	0.1325697052271761	0.2327318288509645	-0.2642876411353528	NA	NA	FALSE
Q8K273	Q8K273	MMGT1	Membrane magnesium transporter 1 OS=Mus musculus GN=Mmgt1 PE=1 SV=1	0.0839315420986194	0.16645269366736348	0.12891972493821316	NA	NA	FALSE
O54732	O54732	MMP15	Matrix metalloproteinase-15 OS=Mus musculus GN=Mmp15 PE=2 SV=1	0.010315435480079753	0.038544234723953914	-0.20236983393942104	NA	NA	FALSE
Q9R0S3	Q9R0S3	MMP17	Matrix metalloproteinase-17 OS=Mus musculus GN=Mmp17 PE=1 SV=3	0.18791459325509885	0.3027119168844158	-0.1345067432611227	NA	NA	FALSE
P57748	P57748	MMP20	Matrix metalloproteinase-20 OS=Mus musculus GN=Mmp20 PE=2 SV=1	0.026079230507856772	0.07095501819340762	-0.32811012917126287	NA	NA	FALSE
Q9R0S2	Q9R0S2	MMP24	Matrix metalloproteinase-24 OS=Mus musculus GN=Mmp24 PE=1 SV=2	0.042513817946215636	0.10165287891956376	0.1705544553545917	NA	NA	FALSE
Q9D071	Q9D071	MMS19	MMS19 nucleotide excision repair protein homolog OS=Mus musculus GN=Mms19 PE=1 SV=1	0.03156970713966496	0.0815648567363091	-0.22308962375364524	NA	NA	FALSE
Q8BPB0	Q8BPB0	MOB1B	MOB kinase activator 1B OS=Mus musculus GN=Mob1b PE=1 SV=3	0.21518422917707633	0.3353559061514916	0.06636315872000499	NA	NA	FALSE
Q8VI63	Q8VI63	MOB2	MOB kinase activator 2 OS=Mus musculus GN=Mob2 PE=1 SV=1	1.571219296236661e-4	0.0027224312182715553	0.4041875373117063	NA	NA	FALSE
Q6PEB6	Q6PEB6	MOB4	MOB-like protein phocein OS=Mus musculus GN=Mob4 PE=1 SV=1	0.3408048276524883	0.4677933282787611	0.04141472156432864	NA	NA	FALSE
Q9Z224	Q9Z224	MOCS2	Molybdopterin synthase sulfur carrier subunit OS=Mus musculus GN=Mocs2 PE=1 SV=1	0.9499860952390352	0.969990699595195	-0.0032498802310110954	NA	NA	FALSE
A2BDX3	A2BDX3	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus GN=Mocs3 PE=1 SV=1	5.233235901022506e-4	0.005525205313642653	0.32436526032502866	NA	NA	FALSE
Q80UM7	Q80UM7	MOGS	Mannosyl-oligosaccharide glucosidase OS=Mus musculus GN=Mogs PE=1 SV=1	0.7032922644201478	0.7923438605814165	0.030250441537604762	NA	NA	FALSE
Q6PDG8	Q6PDG8	MON1A	Vacuolar fusion protein MON1 homolog A OS=Mus musculus GN=Mon1a PE=1 SV=3	0.5995930936623048	0.7080337551175603	-0.02711229823964715	NA	NA	FALSE
Q8BMQ8	Q8BMQ8	MON1B	Vacuolar fusion protein MON1 homolog B OS=Mus musculus GN=Mon1b PE=2 SV=1	0.269759270232121	0.39423930731353196	-0.05479217253027957	NA	NA	FALSE
Q80TL7	Q80TL7	MON2	Protein MON2 homolog OS=Mus musculus GN=Mon2 PE=1 SV=2	0.5887317577725563	0.6991678649833566	0.02821796488905618	NA	NA	FALSE
Q6PGF2	Q6PGF2	MORN4	MORN repeat-containing protein 4 OS=Mus musculus GN=Morn4 PE=2 SV=1	0.02486387983770844	0.06890720796848307	0.12447105638694453	NA	NA	FALSE
Q9CWP6	Q9CWP6	MOSPD2	Motile sperm domain-containing protein 2 OS=Mus musculus GN=Mospd2 PE=1 SV=2	0.42735182125276927	0.5549274739331683	0.047602957630633345	NA	NA	FALSE
P56379	P56379	MP68	6.8 kDa mitochondrial proteolipid OS=Mus musculus GN=Mp68 PE=1 SV=1	0.01140910319894457	0.04117942325989514	-0.13069053970031105	MIM	NA	TRUE
P63030	P63030	MPC1	Mitochondrial pyruvate carrier 1 OS=Mus musculus GN=Mpc1 PE=1 SV=1	0.03672836282055046	0.09128667602282269	-0.14618726364955054	MIM	NA	TRUE
Q9D023	Q9D023	MPC2	Mitochondrial pyruvate carrier 2 OS=Mus musculus GN=Mpc2 PE=1 SV=1	0.8695365188125577	0.9158024794026852	-0.0063702201298077394	MIM	NA	TRUE
Q9R0Q9	Q9R0Q9	MPDU1	Mannose-P-dolichol utilization defect 1 protein OS=Mus musculus GN=Mpdu1 PE=1 SV=1	0.1203096529900725	0.21676334673622907	-0.11438314278821823	NA	NA	FALSE
Q8VBX6	Q8VBX6	MPDZ	Multiple PDZ domain protein OS=Mus musculus GN=Mpdz PE=1 SV=2	0.012074483875084174	0.04271826732955402	-0.15257708433124878	NA	NA	FALSE
